game_id,drive_number,field_pos,time_remaining,is_half_one,is_half_two,UTM,score_differential,pos_team TOL,def_time TOL,result,yds_gained / 10,actual_yds_gained,field_goal_attempt,field_goal_distance
2013090500 - 3,1,80,1800,1,0,0,0,3,3,fourth_down,0,8,0,NA
2013090500 - 7,2,77,1690,1,0,0,0,3,3,fourth_down,1,18,0,NA
2013090500 - 14,3,80,1569,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013090500 - 26,4,80,1331,1,0,0,-7,3,3,fourth_down,4,41,0,NA
2013090500 - 34,5,90,1119,1,0,0,7,3,3,fourth_down,2,21,0,NA
2013090500 - 44,6,71,885,1,0,0,-7,3,3,fourth_down,1,13,0,NA
2013090500 - 51,7,85,777,1,0,0,7,3,3,turnover,NA,NA,0,NA
2013090500 - 54,8,24,700,1,0,0,-7,3,3,touchdown,NA,NA,0,NA
2013090500 - 57,9,80,695,1,0,0,0,3,3,fourth_down,4,40,0,NA
2013090500 - 67,10,1,488,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013090500 - 70,11,80,483,1,0,0,-7,3,3,touchdown,NA,NA,0,NA
2013090500 - 79,12,80,334,1,0,0,0,3,3,fourth_down,0,-4,0,NA
2013090500 - 83,13,49,247,1,0,0,0,3,3,fourth_down,-1,-11,0,NA
2013090500 - 88,14,84,199,1,0,0,0,3,3,fourth_down,7,77,1,25
2013090500 - 107,16,80,1800,0,1,0,-3,3,3,touchdown,NA,NA,0,NA
2013090500 - 115,17,80,1650,0,1,0,-4,3,3,fourth_down,0,-6,0,NA
2013090500 - 119,18,10,1568,0,1,0,4,3,3,touchdown,NA,NA,0,NA
2013090500 - 123,19,80,1528,0,1,0,-11,3,3,fourth_down,0,3,0,NA
2013090500 - 127,20,63,1446,0,1,0,11,3,3,touchdown,NA,NA,0,NA
2013090500 - 138,21,80,1297,0,1,0,-18,3,3,fourth_down,0,9,0,NA
2013090500 - 142,22,74,1195,0,1,0,18,3,3,fourth_down,1,10,0,NA
2013090500 - 148,23,91,1089,0,1,0,-18,3,3,fourth_down,0,2,0,NA
2013090500 - 155,24,58,1000,0,1,0,18,3,3,fourth_down,0,4,0,NA
2013090500 - 159,25,88,955,0,1,0,-18,3,3,fourth_down,1,14,0,NA
2013090500 - 164,26,56,886,0,1,0,18,3,3,touchdown,NA,NA,0,NA
2013090500 - 173,27,80,793,0,1,0,-25,3,3,fourth_down,0,9,0,NA
2013090500 - 178,28,80,726,0,1,0,-25,2,3,touchdown,NA,NA,0,NA
2013090500 - 185,29,80,628,0,1,0,18,3,2,fourth_down,0,7,0,NA
2013090500 - 189,30,69,487,0,1,0,-18,2,3,fourth_down,5,57,1,30
2013090500 - 199,31,80,329,0,1,0,15,2,2,touchdown,NA,NA,0,NA
2013090500 - 204,32,80,270,0,1,0,-22,2,2,fourth_down,0,7,0,NA
2013090500 - 211,33,83,139,0,1,0,22,2,2,end_of_half,NA,NA,0,NA
2013090800 - 219,1,86,1796,1,0,0,0,3,3,fourth_down,4,42,0,NA
2013090800 - 228,2,90,1625,1,0,0,0,2,3,turnover,NA,NA,0,NA
2013090800 - 230,3,16,1593,1,0,0,0,3,2,touchdown,NA,NA,0,NA
2013090800 - 235,4,80,1546,1,0,0,-7,2,3,fourth_down,1,18,0,NA
2013090800 - 243,5,50,1410,1,0,0,7,3,2,fourth_down,2,20,1,48
2013090800 - 253,6,80,1187,1,0,0,-10,2,3,fourth_down,0,2,0,NA
2013090800 - 260,7,75,1046,1,0,0,10,3,2,fourth_down,2,28,0,NA
2013090800 - 268,8,72,831,1,0,0,-10,2,3,fourth_down,2,28,0,NA
2013090800 - 274,9,80,702,1,0,0,10,3,2,fourth_down,0,7,0,NA
2013090800 - 278,10,92,642,1,0,0,-10,2,3,fourth_down,0,7,0,NA
2013090800 - 282,11,54,593,1,0,0,10,3,2,defensive_touchdown,NA,NA,0,NA
2013090800 - 288,12,73,499,1,0,0,4,3,2,fourth_down,3,36,0,NA
2013090800 - 296,13,89,305,1,0,0,-4,2,3,turnover,NA,NA,0,NA
2013090800 - 301,14,32,225,1,0,0,4,3,2,touchdown,NA,NA,0,NA
2013090800 - 307,15,80,115,1,0,1,-11,2,3,fourth_down,0,8,0,NA
2013090800 - 311,16,75,71,1,0,1,11,3,2,turnover,NA,NA,0,NA
2013090800 - 313,17,37,63,1,0,1,-11,2,3,touchdown,NA,NA,0,NA
2013090800 - 319,19,80,1800,0,1,0,-4,3,3,touchdown,NA,NA,0,NA
2013090800 - 332,20,80,1563,0,1,0,-3,3,3,fourth_down,7,79,0,NA
2013090800 - 347,21,86,1152,0,1,0,3,3,3,fourth_down,2,26,0,NA
2013090800 - 355,22,97,975,0,1,0,-3,3,3,fourth_down,0,4,0,NA
2013090800 - 360,23,42,928,0,1,0,3,3,3,fourth_down,0,-2,0,NA
2013090800 - 364,24,85,857,0,1,0,-3,3,3,fourth_down,7,70,1,33
2013090800 - 375,25,88,644,0,1,0,0,3,3,fourth_down,3,37,0,NA
2013090800 - 382,26,86,521,0,1,0,0,3,3,fourth_down,2,29,0,NA
2013090800 - 390,27,80,351,0,1,0,0,3,3,fourth_down,0,4,0,NA
2013090800 - 394,28,66,271,0,1,0,0,3,3,fourth_down,4,49,1,35
2013090800 - 412,29,80,5,0,1,1,-3,0,2,end_of_half,NA,NA,0,NA
2013090809 - 417,2,59,1791,1,0,0,2,3,3,turnover,NA,NA,0,NA
2013090809 - 429,3,80,1396,1,0,0,-2,3,3,fourth_down,4,40,0,NA
2013090809 - 440,4,91,1108,1,0,0,2,3,3,fourth_down,0,6,0,NA
2013090809 - 446,5,54,913,1,0,0,-2,3,3,fourth_down,0,-5,0,NA
2013090809 - 451,6,96,851,1,0,0,2,3,3,fourth_down,3,35,0,NA
2013090809 - 460,7,80,556,1,0,0,-2,3,3,fourth_down,0,0,0,NA
2013090809 - 465,8,69,459,1,0,0,2,3,3,turnover,NA,NA,0,NA
2013090809 - 466,9,49,452,1,0,0,-2,3,3,touchdown,NA,NA,0,NA
2013090809 - 482,10,80,44,1,0,1,-5,3,3,end_of_half,NA,NA,0,NA
2013090809 - 485,11,80,1800,0,1,0,-5,3,3,fourth_down,0,8,0,NA
2013090809 - 489,12,69,1725,0,1,0,5,3,3,fourth_down,0,4,0,NA
2013090809 - 493,13,91,1644,0,1,0,-5,3,3,fourth_down,0,-1,0,NA
2013090809 - 497,14,45,1521,0,1,0,5,3,3,fourth_down,3,37,1,26
2013090809 - 509,15,77,1163,0,1,0,-8,3,3,fourth_down,0,7,0,NA
2013090809 - 513,16,72,1103,0,1,0,8,3,3,fourth_down,2,22,0,NA
2013090809 - 524,17,84,875,0,1,0,-8,3,3,fourth_down,3,33,0,NA
2013090809 - 530,18,88,740,0,1,0,8,3,3,fourth_down,6,62,1,44
2013090809 - 543,19,93,357,0,1,0,-11,3,3,fourth_down,0,-2,0,NA
2013090809 - 547,20,17,293,0,1,0,11,3,3,fourth_down,0,8,1,27
2013090809 - 554,21,75,228,0,1,0,-14,1,3,touchdown,NA,NA,0,NA
2013090809 - 567,22,45,82,0,1,1,7,3,0,end_of_half,NA,NA,0,NA
2013090808 - 571,1,80,1800,1,0,0,0,3,3,fourth_down,0,8,0,NA
2013090808 - 575,2,83,1704,1,0,0,0,3,3,fourth_down,1,19,0,NA
2013090808 - 580,3,82,1598,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013090808 - 588,4,77,1408,1,0,0,-7,3,3,fourth_down,2,24,0,NA
2013090808 - 594,5,45,1225,1,0,0,7,3,3,fourth_down,4,40,1,23
2013090808 - 603,6,80,988,1,0,0,-10,3,3,fourth_down,5,50,1,48
2013090808 - 617,7,80,653,1,0,0,7,3,3,turnover,NA,NA,0,NA
2013090808 - 618,8,31,636,1,0,0,-7,3,3,touchdown,NA,NA,0,NA
2013090808 - 623,9,80,550,1,0,0,0,3,3,fourth_down,3,36,0,NA
2013090808 - 631,10,80,349,1,0,0,0,3,3,fourth_down,6,67,1,31
2013090808 - 642,11,80,107,1,0,1,-3,2,3,fourth_down,1,14,0,NA
2013090808 - 649,12,84,30,1,0,1,3,2,2,end_of_half,NA,NA,0,NA
2013090808 - 653,13,80,1800,0,1,0,3,3,3,fourth_down,0,-9,0,NA
2013090808 - 657,14,59,1719,0,1,0,-3,3,3,touchdown,NA,NA,0,NA
2013090808 - 664,15,80,1601,0,1,0,-4,3,3,touchdown,NA,NA,0,NA
2013090808 - 679,16,80,1282,0,1,0,-3,2,2,fourth_down,0,-6,0,NA
2013090808 - 683,17,67,1187,0,1,0,3,2,2,turnover,NA,NA,0,NA
2013090808 - 684,18,55,1179,0,1,0,-3,2,2,fourth_down,0,1,0,NA
2013090808 - 688,19,97,1076,0,1,0,3,2,2,fourth_down,5,55,0,NA
2013090808 - 700,20,91,774,0,1,0,-3,2,2,fourth_down,2,22,0,NA
2013090808 - 707,21,72,564,0,1,0,3,2,2,fourth_down,6,68,1,22
2013090808 - 719,22,80,192,0,1,0,-6,2,1,fourth_down,7,77,0,NA
2013090808 - 732,23,80,43,0,1,1,6,1,0,end_of_half,NA,NA,0,NA
2013090807 - 736,1,80,1800,1,0,0,0,3,3,fourth_down,0,6,0,NA
2013090807 - 747,2,71,1605,1,0,0,0,3,2,fourth_down,3,33,0,NA
2013090807 - 752,3,97,1470,1,0,0,0,2,3,safety,NA,NA,0,NA
2013090807 - 757,4,68,1404,1,0,0,2,3,2,fourth_down,0,6,0,NA
2013090807 - 761,5,58,1316,1,0,0,-2,2,3,fourth_down,0,-9,0,NA
2013090807 - 766,6,92,1177,1,0,0,2,3,2,fourth_down,0,1,0,NA
2013090807 - 770,7,44,1126,1,0,0,-2,2,3,touchdown,NA,NA,0,NA
2013090807 - 777,8,80,967,1,0,0,-5,3,2,fourth_down,5,55,1,43
2013090807 - 792,9,80,661,1,0,0,2,2,3,fourth_down,3,35,0,NA
2013090807 - 801,10,89,423,1,0,0,-2,2,2,turnover,NA,NA,0,NA
2013090807 - 802,11,5,411,1,0,0,2,2,2,touchdown,NA,NA,0,NA
2013090807 - 805,12,80,406,1,0,0,-9,2,2,turnover,NA,NA,0,NA
2013090807 - 812,13,59,245,1,0,0,9,2,2,turnover,NA,NA,0,NA
2013090807 - 815,14,31,153,1,0,0,-9,2,2,touchdown,NA,NA,0,NA
2013090807 - 827,16,80,1800,0,1,0,-2,3,3,fourth_down,3,39,0,NA
2013090807 - 837,17,94,1520,0,1,0,2,3,3,fourth_down,5,55,0,NA
2013090807 - 850,18,96,1204,0,1,0,-2,3,3,fourth_down,1,12,0,NA
2013090807 - 857,19,80,1036,0,1,0,2,3,3,fourth_down,0,-2,0,NA
2013090807 - 861,20,75,982,0,1,0,-2,3,3,fourth_down,0,8,0,NA
2013090807 - 866,21,86,854,0,1,0,2,3,3,fourth_down,2,29,0,NA
2013090807 - 873,22,77,685,0,1,0,-2,3,3,fourth_down,6,65,1,30
2013090807 - 888,23,80,300,0,1,0,-1,3,3,fourth_down,-1,-14,0,NA
2013090807 - 893,24,59,205,0,1,0,1,3,3,fourth_down,0,5,0,NA
2013090807 - 899,25,80,134,0,1,0,-1,1,3,fourth_down,6,61,1,37
2013090807 - 913,26,80,34,0,1,1,-2,0,1,fourth_down,5,50,1,48
2013090806 - 920,1,80,1800,1,0,0,0,3,3,fourth_down,0,7,0,NA
2013090806 - 924,2,78,1709,1,0,0,0,3,3,fourth_down,0,3,0,NA
2013090806 - 929,4,74,1639,1,0,0,2,3,3,fourth_down,0,-7,0,NA
2013090806 - 933,5,24,1524,1,0,0,-2,3,3,touchdown,NA,NA,0,NA
2013090806 - 938,6,80,1444,1,0,0,-5,3,3,fourth_down,0,1,0,NA
2013090806 - 942,7,68,1358,1,0,0,5,3,3,fourth_down,1,17,0,NA
2013090806 - 949,8,80,1180,1,0,0,-5,3,3,turnover,NA,NA,0,NA
2013090806 - 954,9,21,1028,1,0,0,5,3,3,touchdown,NA,NA,0,NA
2013090806 - 959,10,80,995,1,0,0,-12,3,2,fourth_down,0,-2,0,NA
2013090806 - 964,11,76,941,1,0,0,12,2,3,fourth_down,1,10,0,NA
2013090806 - 973,12,81,737,1,0,0,-12,2,2,fourth_down,0,1,0,NA
2013090806 - 977,13,57,668,1,0,0,12,2,2,touchdown,NA,NA,0,NA
2013090806 - 988,14,81,380,1,0,0,-19,2,1,fourth_down,1,16,0,NA
2013090806 - 994,15,83,202,1,0,0,19,1,2,fourth_down,2,21,0,NA
2013090806 - 1012,17,80,1800,0,1,0,19,3,3,fourth_down,3,34,0,NA
2013090806 - 1019,18,86,1611,0,1,0,-19,3,2,fourth_down,0,-5,0,NA
2013090806 - 1025,19,68,1467,0,1,0,19,2,3,fourth_down,2,22,0,NA
2013090806 - 1031,20,91,1322,0,1,0,-19,3,2,fourth_down,0,-3,0,NA
2013090806 - 1035,21,46,1247,0,1,0,19,2,3,fourth_down,0,6,0,NA
2013090806 - 1039,22,80,1185,0,1,0,-19,3,2,fourth_down,0,7,0,NA
2013090806 - 1043,23,65,1075,0,1,0,19,2,3,fourth_down,2,25,0,NA
2013090806 - 1051,24,88,821,0,1,0,-19,3,2,defensive_touchdown,NA,NA,0,NA
2013090806 - 1055,25,80,771,0,1,0,-25,3,2,fourth_down,1,12,0,NA
2013090806 - 1062,26,85,651,0,1,0,25,2,3,fourth_down,0,3,0,NA
2013090806 - 1066,27,76,591,0,1,0,-25,3,2,fourth_down,2,26,0,NA
2013090806 - 1075,28,80,364,0,1,0,25,2,3,fourth_down,3,33,0,NA
2013090806 - 1080,29,80,176,0,1,0,-25,3,2,fourth_down,7,77,0,NA
2013090806 - 1097,30,97,41,0,1,1,25,2,1,end_of_half,NA,NA,0,NA
2013090801 - 1101,1,80,1800,1,0,0,0,3,3,fourth_down,3,39,0,NA
2013090801 - 1112,2,95,1490,1,0,0,0,3,3,fourth_down,0,1,0,NA
2013090801 - 1117,3,65,1374,1,0,0,0,3,3,fourth_down,0,6,0,NA
2013090801 - 1121,4,75,1246,1,0,0,0,3,3,fourth_down,0,0,0,NA
2013090801 - 1125,5,80,1218,1,0,0,0,3,3,fourth_down,1,18,0,NA
2013090801 - 1130,6,83,1103,1,0,0,0,3,3,fourth_down,7,74,1,27
2013090801 - 1148,7,80,576,1,0,0,-3,3,3,touchdown,NA,NA,0,NA
2013090801 - 1161,8,80,193,1,0,0,-4,3,3,turnover,NA,NA,0,NA
2013090801 - 1171,9,81,35,1,0,1,4,3,3,end_of_half,NA,NA,0,NA
2013090801 - 1174,10,80,1800,0,1,0,-4,3,3,fourth_down,0,7,0,NA
2013090801 - 1180,11,49,1669,0,1,0,-4,3,3,fourth_down,0,7,0,NA
2013090801 - 1184,12,90,1559,0,1,0,4,3,3,fourth_down,2,24,0,NA
2013090801 - 1191,13,65,1296,0,1,0,-4,3,3,fourth_down,4,43,1,40
2013090801 - 1201,14,80,1042,0,1,0,1,2,3,fourth_down,2,24,0,NA
2013090801 - 1212,15,74,778,0,1,0,-1,3,2,touchdown,NA,NA,0,NA
2013090801 - 1220,16,80,613,0,1,0,-5,2,3,turnover,NA,NA,0,NA
2013090801 - 1229,17,92,325,0,1,0,5,3,2,end_of_half,NA,NA,0,NA
2013090802 - 1246,1,80,1800,1,0,0,0,3,3,fourth_down,0,8,0,NA
2013090802 - 1251,2,74,1725,1,0,0,0,3,2,turnover,NA,NA,0,NA
2013090802 - 1253,3,36,1682,1,0,0,0,2,3,touchdown,NA,NA,0,NA
2013090802 - 1265,4,80,1492,1,0,0,-7,2,2,fourth_down,0,5,0,NA
2013090802 - 1269,5,60,1404,1,0,0,7,2,2,fourth_down,0,6,0,NA
2013090802 - 1274,6,97,1311,1,0,0,-7,2,1,touchdown,NA,NA,0,NA
2013090802 - 1285,7,80,1054,1,0,0,0,1,2,fourth_down,3,31,0,NA
2013090802 - 1295,8,80,757,1,0,0,0,2,1,turnover,NA,NA,0,NA
2013090802 - 1304,9,42,491,1,0,0,0,1,2,fourth_down,0,4,0,NA
2013090802 - 1308,10,91,422,1,0,0,0,2,1,touchdown,NA,NA,0,NA
2013090802 - 1318,11,69,167,1,0,0,-7,1,2,fourth_down,0,3,0,NA
2013090802 - 1323,12,88,103,1,0,1,7,2,1,fourth_down,0,3,0,NA
2013090802 - 1328,13,44,42,1,0,1,-7,0,2,fourth_down,0,4,1,58
2013090802 - 1333,14,80,11,1,0,1,4,2,0,end_of_half,NA,NA,0,NA
2013090802 - 1336,15,80,1800,0,1,0,4,3,3,touchdown,NA,NA,0,NA
2013090802 - 1353,16,80,1372,0,1,0,-11,3,3,touchdown,NA,NA,0,NA
2013090802 - 1367,17,80,1102,0,1,0,4,2,3,fourth_down,0,9,0,NA
2013090802 - 1372,18,75,954,0,1,0,-4,3,2,turnover,NA,NA,0,NA
2013090802 - 1378,19,40,838,0,1,0,4,2,2,turnover,NA,NA,0,NA
2013090802 - 1381,20,81,759,0,1,0,-4,2,2,touchdown,NA,NA,0,NA
2013090802 - 1394,21,80,478,0,1,0,-3,0,2,fourth_down,0,0,0,NA
2013090802 - 1398,22,72,398,0,1,0,3,2,0,end_of_half,NA,NA,0,NA
2013090803 - 1413,1,80,1800,1,0,0,0,3,3,turnover,NA,NA,0,NA
2013090803 - 1421,2,99,1574,1,0,0,0,3,3,fourth_down,0,6,0,NA
2013090803 - 1425,3,59,1488,1,0,0,0,3,3,fourth_down,0,0,0,NA
2013090803 - 1429,4,85,1426,1,0,0,0,3,3,fourth_down,5,58,1,45
2013090803 - 1447,5,81,983,1,0,0,-3,3,2,turnover,NA,NA,0,NA
2013090803 - 1450,6,27,910,1,0,0,3,2,3,fourth_down,0,-4,1,49
2013090803 - 1456,7,86,814,1,0,0,-6,3,2,fourth_down,0,8,0,NA
2013090803 - 1461,8,73,678,1,0,0,6,2,3,fourth_down,-1,-13,0,NA
2013090803 - 1467,9,49,513,1,0,0,-6,3,2,turnover,NA,NA,0,NA
2013090803 - 1469,10,78,485,1,0,0,6,2,3,turnover,NA,NA,0,NA
2013090803 - 1477,11,56,253,1,0,0,-6,3,2,touchdown,NA,NA,0,NA
2013090803 - 1498,12,80,28,1,0,1,-1,1,1,end_of_half,NA,NA,0,NA
2013090803 - 1501,13,83,1796,0,1,0,-1,3,3,fourth_down,0,-1,0,NA
2013090803 - 1505,14,78,1734,0,1,0,1,3,3,fourth_down,0,0,0,NA
2013090803 - 1510,15,79,1625,0,1,0,-1,3,3,fourth_down,1,17,0,NA
2013090803 - 1517,16,81,1513,0,1,0,1,3,3,fourth_down,0,-8,0,NA
2013090803 - 1521,17,51,1436,0,1,0,-1,3,3,touchdown,NA,NA,0,NA
2013090803 - 1528,18,80,1306,0,1,0,-6,3,3,fourth_down,5,59,1,39
2013090803 - 1538,19,80,1082,0,1,0,3,3,3,fourth_down,1,16,0,NA
2013090803 - 1545,20,83,937,0,1,0,-3,3,3,fourth_down,3,32,0,NA
2013090803 - 1556,21,85,714,0,1,0,3,3,2,touchdown,NA,NA,0,NA
2013090803 - 1569,22,75,404,0,1,0,-10,2,3,fourth_down,0,8,0,NA
2013090803 - 1574,23,25,333,0,1,0,10,2,2,fourth_down,0,7,1,36
2013090803 - 1580,24,86,236,0,1,0,-13,1,2,fourth_down,6,68,0,NA
2013090803 - 1602,25,81,73,0,1,1,13,2,0,end_of_half,NA,NA,0,NA
2013090804 - 1606,1,80,1800,1,0,0,0,3,3,fourth_down,6,67,0,NA
2013090804 - 1616,2,78,1552,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013090804 - 1619,3,80,1539,1,0,0,-7,3,3,fourth_down,6,65,1,33
2013090804 - 1631,4,80,1195,1,0,0,4,3,3,fourth_down,0,1,0,NA
2013090804 - 1635,5,49,1075,1,0,0,-4,3,3,fourth_down,2,25,1,42
2013090804 - 1645,6,80,885,1,0,0,1,3,2,turnover,NA,NA,0,NA
2013090804 - 1647,7,39,841,1,0,0,-1,2,3,turnover,NA,NA,0,NA
2013090804 - 1648,8,65,833,1,0,0,1,3,2,touchdown,NA,NA,0,NA
2013090804 - 1654,9,80,737,1,0,0,-8,2,3,fourth_down,0,8,0,NA
2013090804 - 1658,10,61,644,1,0,0,8,3,2,fourth_down,0,5,0,NA
2013090804 - 1662,11,93,551,1,0,0,-8,2,3,fourth_down,1,16,0,NA
2013090804 - 1668,12,82,377,1,0,0,8,3,2,fourth_down,0,5,0,NA
2013090804 - 1672,13,45,249,1,0,0,-8,2,3,turnover,NA,NA,0,NA
2013090804 - 1676,14,70,170,1,0,0,8,3,2,turnover,NA,NA,0,NA
2013090804 - 1679,15,70,134,1,0,0,-8,2,3,touchdown,NA,NA,0,NA
2013090804 - 1693,17,80,1800,0,1,0,1,3,3,fourth_down,0,-1,0,NA
2013090804 - 1698,18,50,1683,0,1,0,-1,3,3,touchdown,NA,NA,0,NA
2013090804 - 1708,19,80,1519,0,1,0,-6,3,2,fourth_down,4,46,1,52
2013090804 - 1717,20,80,1302,0,1,0,3,2,3,touchdown,NA,NA,0,NA
2013090804 - 1722,21,78,1240,0,1,0,-10,3,2,touchdown,NA,NA,0,NA
2013090804 - 1733,22,80,997,0,1,0,3,1,3,fourth_down,2,29,0,NA
2013090804 - 1741,23,78,768,0,1,0,-3,3,1,turnover,NA,NA,0,NA
2013090804 - 1744,24,39,683,0,1,0,3,1,3,touchdown,NA,NA,0,NA
2013090804 - 1757,25,84,400,0,1,0,-10,3,1,fourth_down,0,0,0,NA
2013090804 - 1761,26,59,372,0,1,0,10,1,3,fourth_down,2,23,0,NA
2013090804 - 1769,27,99,257,0,1,0,-10,1,1,fourth_down,3,32,0,NA
2013090804 - 1782,28,42,80,0,1,1,10,0,1,end_of_half,NA,NA,0,NA
2013090805 - 1786,1,80,1800,1,0,0,0,3,3,turnover,NA,NA,0,NA
2013090805 - 1797,2,89,1444,1,0,0,0,3,2,touchdown,NA,NA,0,NA
2013090805 - 1810,3,82,1061,1,0,0,-7,2,3,fourth_down,2,26,0,NA
2013090805 - 1819,4,69,857,1,0,0,7,2,2,touchdown,NA,NA,0,NA
2013090805 - 1829,5,85,642,1,0,0,-14,2,2,touchdown,NA,NA,0,NA
2013090805 - 1843,6,80,293,1,0,0,7,2,1,fourth_down,0,9,0,NA
2013090805 - 1847,7,62,172,1,0,0,-7,1,2,fourth_down,0,9,0,NA
2013090805 - 1851,8,80,106,1,0,1,7,2,1,fourth_down,0,-6,0,NA
2013090805 - 1856,9,54,64,1,0,1,-7,1,1,fourth_down,2,24,1,-48
2013090805 - 1863,10,80,1800,0,1,0,7,3,3,fourth_down,2,26,0,NA
2013090805 - 1875,11,85,1523,0,1,0,-7,3,3,fourth_down,6,65,1,38
2013090805 - 1887,12,80,1242,0,1,0,4,3,2,fourth_down,3,37,0,NA
2013090805 - 1894,13,44,1010,0,1,0,-4,2,3,touchdown,NA,NA,0,NA
2013090805 - 1909,14,80,669,0,1,0,-3,3,2,touchdown,NA,NA,0,NA
2013090805 - 1924,15,80,320,0,1,0,-4,1,3,turnover,NA,NA,0,NA
2013090805 - 1936,16,92,25,0,1,1,4,3,1,end_of_half,NA,NA,0,NA
2013090811 - 1941,1,80,1800,1,0,0,0,3,3,fourth_down,0,2,0,NA
2013090811 - 1945,2,73,1700,1,0,0,0,3,3,fourth_down,0,8,0,NA
2013090811 - 1950,3,82,1662,1,0,0,0,3,2,fourth_down,2,27,0,NA
2013090811 - 1957,4,83,1491,1,0,0,0,2,3,touchdown,NA,NA,0,NA
2013090811 - 1972,5,80,1072,1,0,0,-7,3,2,touchdown,NA,NA,0,NA
2013090811 - 1980,6,75,958,1,0,0,0,2,3,fourth_down,3,32,0,NA
2013090811 - 1989,7,80,717,1,0,0,0,3,1,turnover,NA,NA,0,NA
2013090811 - 1991,8,14,675,1,0,0,0,1,3,touchdown,NA,NA,0,NA
2013090811 - 1997,9,96,530,1,0,0,-7,3,1,fourth_down,0,8,0,NA
2013090811 - 2001,10,57,481,1,0,0,7,1,3,fourth_down,0,-7,0,NA
2013090811 - 2006,11,87,399,1,0,0,-7,3,1,turnover,NA,NA,0,NA
2013090811 - 2012,12,56,268,1,0,0,7,1,3,fourth_down,2,26,1,-48
2013090811 - 2012,12,56,268,1,0,0,7,1,3,touchdown,NA,NA,0,NA
2013090811 - 2037,14,80,1800,0,1,0,0,3,3,touchdown,NA,NA,0,NA
2013090811 - 2049,15,78,1480,0,1,0,-7,3,3,fourth_down,0,5,0,NA
2013090811 - 2053,16,65,1361,0,1,0,7,3,3,fourth_down,0,0,0,NA
2013090811 - 2058,17,69,1297,0,1,0,-7,3,3,touchdown,NA,NA,0,NA
2013090811 - 2067,18,80,1129,0,1,0,0,3,3,fourth_down,7,71,1,27
2013090811 - 2080,19,80,857,0,1,0,-3,3,2,fourth_down,0,0,0,NA
2013090811 - 2084,20,83,779,0,1,0,3,2,3,fourth_down,1,13,0,NA
2013090811 - 2089,21,76,656,0,1,0,-3,3,2,touchdown,NA,NA,0,NA
2013090811 - 2099,22,80,506,0,1,0,-4,2,3,touchdown,NA,NA,0,NA
2013090811 - 2107,23,91,344,0,1,0,-3,3,1,fourth_down,0,7,0,NA
2013090811 - 2111,24,65,292,0,1,0,3,1,3,fourth_down,5,50,1,33
2013090811 - 2128,25,80,26,0,1,1,-6,0,0,end_of_half,NA,NA,0,NA
2013090810 - 2133,1,76,1793,1,0,0,0,3,3,fourth_down,2,27,0,NA
2013090810 - 2142,2,80,1586,1,0,0,0,3,3,fourth_down,4,41,0,NA
2013090810 - 2153,3,88,1246,1,0,0,0,3,3,turnover,NA,NA,0,NA
2013090810 - 2159,4,80,1050,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2013090810 - 2169,5,79,848,1,0,0,-7,3,3,fourth_down,6,61,1,36
2013090810 - 2179,6,92,675,1,0,0,4,3,3,fourth_down,8,80,1,30
2013090810 - 2194,7,80,323,1,0,0,-7,3,2,touchdown,NA,NA,0,NA
2013090810 - 2211,8,80,26,1,0,1,0,2,2,fourth_down,4,48,1,-50
2013090810 - 2218,9,80,1800,0,1,0,0,3,3,turnover,NA,NA,0,NA
2013090810 - 2221,10,4,1787,0,1,0,0,3,3,fourth_down,0,-3,1,25
2013090810 - 2226,11,80,1737,0,1,0,-3,3,3,fourth_down,0,9,0,NA
2013090810 - 2230,12,93,1595,0,1,0,3,3,3,defensive_touchdown,NA,NA,0,NA
2013090810 - 2234,13,81,1529,0,1,0,-3,3,3,fourth_down,2,21,0,NA
2013090810 - 2241,14,83,1323,0,1,0,3,3,3,touchdown,NA,NA,0,NA
2013090810 - 2255,15,80,1007,0,1,0,-10,3,3,touchdown,NA,NA,0,NA
2013090810 - 2266,16,88,771,0,1,0,2,3,2,turnover,NA,NA,0,NA
2013090810 - 2271,17,22,638,0,1,0,-2,2,3,fourth_down,0,2,1,38
2013090810 - 2276,18,80,544,0,1,0,-1,3,2,fourth_down,2,26,0,NA
2013090810 - 2285,19,95,315,0,1,0,1,2,3,fourth_down,0,8,0,NA
2013090810 - 2289,20,67,190,0,1,0,-1,3,2,fourth_down,0,8,0,NA
2013090810 - 2294,21,80,105,0,1,1,1,2,3,fourth_down,5,50,1,48
2013090810 - 2307,22,80,40,0,1,1,-4,0,2,end_of_half,NA,NA,0,NA
2013090812 - 2312,1,80,1800,1,0,0,0,3,3,turnover,NA,NA,0,NA
2013090812 - 2313,2,15,1793,1,0,0,0,3,3,fourth_down,0,3,1,30
2013090812 - 2319,3,80,1684,1,0,0,-3,3,3,turnover,NA,NA,0,NA
2013090812 - 2324,4,93,1593,1,0,0,3,3,3,fourth_down,0,5,0,NA
2013090812 - 2328,5,62,1514,1,0,0,-3,3,3,turnover,NA,NA,0,NA
2013090812 - 2332,6,52,1430,1,0,0,3,3,3,turnover,NA,NA,0,NA
