game_id,drive_number,field_pos,time_remaining,is_half_one,is_half_two,UTM,score_differential,pos_team TOL,def_time TOL,result,yds_gained / 10,actual_yds_gained,field_goal_attempt,field_goal_distance
2017091012 - 2227,18,52,468,0,1,0,13,3,3,fourth_down,3,34,1,36
2017091012 - 2243,19,86,108,0,1,1,-16,1,3,end_of_half,NA,NA,0,NA
2017091100 - 2257,1,81,1796,1,0,0,0,3,3,fourth_down,5,56,1,43
2017091100 - 2273,2,85,1397,1,0,0,-3,3,3,fourth_down,7,78,1,24
2017091100 - 2289,3,75,961,1,0,0,0,3,3,fourth_down,0,6,0,NA
2017091100 - 2294,4,75,885,1,0,0,0,3,3,fourth_down,0,-1,0,NA
2017091100 - 2299,5,76,735,1,0,0,0,3,3,fourth_down,7,74,1,21
2017091100 - 2314,6,74,321,1,0,0,-3,3,3,touchdown,NA,NA,0,NA
2017091100 - 2319,7,75,242,1,0,0,-4,3,3,fourth_down,0,2,0,NA
2017091100 - 2326,8,95,103,1,0,1,4,3,2,touchdown,NA,NA,0,NA
2017091100 - 2345,9,67,1792,0,1,0,10,3,3,fourth_down,5,54,1,32
2017091100 - 2354,10,75,1567,0,1,0,-13,3,3,fourth_down,0,-5,0,NA
2017091100 - 2358,11,68,1468,0,1,0,13,3,3,fourth_down,2,22,0,NA
2017091100 - 2365,12,89,1229,0,1,0,-13,3,3,fourth_down,8,83,1,24
2017091100 - 2374,13,89,1059,0,1,0,10,3,3,touchdown,NA,NA,0,NA
2017091100 - 2386,14,75,772,0,1,0,-17,3,3,fourth_down,7,73,1,20
2017091100 - 2399,15,75,469,0,1,0,14,3,3,fourth_down,4,48,1,45
2017091100 - 2409,16,75,240,0,1,0,-17,2,3,touchdown,NA,NA,0,NA
2017091100 - 2420,17,48,115,0,1,1,10,3,2,end_of_half,NA,NA,0,NA
2017091101 - 2429,1,75,1800,1,0,0,0,3,3,fourth_down,1,13,0,NA
2017091101 - 2436,2,89,1650,1,0,0,0,3,3,fourth_down,2,21,0,NA
2017091101 - 2443,3,70,1555,1,0,0,0,3,2,touchdown,NA,NA,0,NA
2017091101 - 2458,4,75,1190,1,0,0,-7,2,3,touchdown,NA,NA,0,NA
2017091101 - 2471,5,75,895,1,0,0,0,3,1,fourth_down,0,4,0,NA
2017091101 - 2475,6,85,799,1,0,0,0,1,3,fourth_down,1,13,0,NA
2017091101 - 2482,7,56,605,1,0,0,0,3,1,touchdown,NA,NA,0,NA
2017091101 - 2494,8,75,327,1,0,0,-7,0,3,fourth_down,3,36,0,NA
2017091101 - 2503,9,82,106,1,0,1,7,3,0,end_of_half,NA,NA,0,NA
2017091101 - 2510,10,75,1800,0,1,0,-7,3,3,turnover,NA,NA,0,NA
2017091101 - 2513,11,43,1707,0,1,0,7,3,3,touchdown,NA,NA,0,NA
2017091101 - 2522,12,75,1527,0,1,0,-14,3,3,fourth_down,0,1,0,NA
2017091101 - 2526,13,80,1396,0,1,0,14,3,3,fourth_down,7,78,1,20
2017091101 - 2542,14,75,900,0,1,0,-17,3,2,fourth_down,2,27,0,NA
2017091101 - 2549,15,49,718,0,1,0,17,2,2,turnover,NA,NA,0,NA
2017091101 - 2552,16,43,637,0,1,0,-17,2,2,touchdown,NA,NA,0,NA
2017091101 - 2560,17,62,481,0,1,0,10,2,2,turnover,NA,NA,0,NA
2017091101 - 2562,18,38,427,0,1,0,-10,2,2,touchdown,NA,NA,0,NA
2017091101 - 2565,19,75,420,0,1,0,3,2,2,fourth_down,4,43,1,-50
2017091101 - 2565,19,75,420,0,1,0,3,2,2,fourth_down,2,24,0,NA
2017091101 - 2575,20,85,184,0,1,0,3,2,2,fourth_down,0,7,0,NA
2017091101 - 2580,21,62,120,0,1,1,-3,1,2,fourth_down,3,36,1,-44
2017091101 - 2580,21,62,120,0,1,1,-3,1,2,end_of_half,NA,NA,0,NA
2017091400 - 2594,1,75,1800,1,0,0,0,3,3,fourth_down,0,4,0,NA
2017091400 - 2598,2,54,1739,1,0,0,0,3,3,fourth_down,0,-7,0,NA
2017091400 - 2604,3,97,1620,1,0,0,0,3,3,fourth_down,0,7,0,NA
2017091400 - 2608,4,55,1507,1,0,0,0,3,3,fourth_down,0,9,0,NA
2017091400 - 2613,5,85,1395,1,0,0,0,3,3,fourth_down,0,8,0,NA
2017091400 - 2620,6,39,1213,1,0,0,0,3,2,turnover,NA,NA,0,NA
2017091400 - 2622,7,20,1172,1,0,0,0,2,3,fourth_down,1,12,1,26
2017091400 - 2630,8,64,979,1,0,0,-3,3,2,fourth_down,4,43,1,39
2017091400 - 2637,9,75,824,1,0,0,0,2,3,fourth_down,1,13,0,NA
2017091400 - 2644,10,86,620,1,0,0,0,3,2,fourth_down,2,28,0,NA
2017091400 - 2651,11,80,437,1,0,0,0,2,3,fourth_down,0,9,0,NA
2017091400 - 2655,12,80,316,1,0,0,0,3,2,fourth_down,0,7,0,NA
2017091400 - 2659,13,94,270,1,0,0,0,2,3,touchdown,NA,NA,0,NA
2017091400 - 2672,14,75,50,1,0,1,-7,2,1,fourth_down,6,64,1,29
2017091400 - 2683,15,75,1800,0,1,0,-4,3,3,fourth_down,6,63,1,30
2017091400 - 2702,16,75,1286,0,1,0,1,3,3,fourth_down,2,24,0,NA
2017091400 - 2711,17,89,1082,0,1,0,-1,3,3,fourth_down,2,28,0,NA
2017091400 - 2718,18,84,932,0,1,0,1,3,3,fourth_down,0,7,0,NA
2017091400 - 2723,19,75,820,0,1,0,-1,3,3,fourth_down,1,15,0,NA
2017091400 - 2729,20,92,675,0,1,0,1,3,3,fourth_down,0,0,0,NA
2017091400 - 2733,21,53,593,0,1,0,-1,3,3,fourth_down,0,2,0,NA
2017091400 - 2738,22,90,500,0,1,0,1,3,2,fourth_down,6,66,1,42
2017091400 - 2755,23,69,110,0,1,1,-4,2,3,fourth_down,1,13,0,NA
2017091400 - 2761,24,44,68,0,1,1,4,3,2,fourth_down,0,4,0,NA
2017091400 - 2769,25,80,2,0,1,1,-4,0,2,end_of_half,NA,NA,0,NA
2017091700 - 2772,1,75,1800,1,0,0,0,3,3,fourth_down,0,-2,0,NA
2017091700 - 2777,2,72,1695,1,0,0,0,3,3,fourth_down,2,26,0,NA
2017091700 - 2784,3,91,1506,1,0,0,0,3,3,turnover,NA,NA,0,NA
2017091700 - 2791,4,33,1350,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2017091700 - 2800,5,75,1136,1,0,0,-7,3,3,turnover,NA,NA,0,NA
2017091700 - 2808,6,72,928,1,0,0,7,3,3,turnover,NA,NA,0,NA
2017091700 - 2813,7,91,821,1,0,0,-7,3,3,fourth_down,2,22,0,NA
2017091700 - 2820,8,64,643,1,0,0,7,3,3,touchdown,NA,NA,0,NA
2017091700 - 2828,9,83,432,1,0,0,-14,3,3,touchdown,NA,NA,0,NA
2017091700 - 2836,10,75,296,1,0,0,7,3,2,fourth_down,0,7,0,NA
2017091700 - 2841,11,93,167,1,0,0,-7,2,3,fourth_down,0,-4,0,NA
2017091700 - 2847,12,68,103,1,0,1,7,3,2,fourth_down,2,28,1,-58
2017091700 - 2847,12,68,103,1,0,1,7,3,2,turnover,NA,NA,0,NA
2017091700 - 2860,13,40,19,1,0,1,7,1,1,touchdown,NA,NA,0,NA
2017091700 - 2869,14,75,1800,0,1,0,14,3,3,fourth_down,2,24,0,NA
2017091700 - 2876,15,82,1629,0,1,0,-14,3,3,fourth_down,6,62,1,38
2017091700 - 2887,16,75,1461,0,1,0,11,3,2,fourth_down,0,-2,0,NA
2017091700 - 2891,17,86,1399,0,1,0,-11,2,3,fourth_down,0,-4,0,NA
2017091700 - 2896,18,63,1275,0,1,0,11,3,2,fourth_down,5,53,1,28
2017091700 - 2909,19,75,896,0,1,0,-14,2,3,turnover,NA,NA,0,NA
2017091700 - 2920,20,80,701,0,1,0,14,2,2,turnover,NA,NA,0,NA
2017091700 - 2928,21,49,395,0,1,0,-14,2,2,turnover,NA,NA,0,NA
2017091700 - 2932,22,65,369,0,1,0,14,2,2,fourth_down,1,17,0,NA
2017091700 - 2943,23,80,220,0,1,0,-14,0,1,fourth_down,5,57,0,NA
2017091700 - 2957,24,77,28,0,1,1,14,1,0,end_of_half,NA,NA,0,NA
2017091707 - 2960,1,75,1800,1,0,0,0,3,3,fourth_down,5,51,1,42
2017091707 - 2975,2,75,1438,1,0,0,-3,3,3,turnover,NA,NA,0,NA
2017091707 - 2987,3,62,1052,1,0,0,3,3,2,fourth_down,0,9,0,NA
2017091707 - 2991,4,13,915,1,0,0,3,3,2,touchdown,NA,NA,0,NA
2017091707 - 2991,4,13,915,1,0,0,3,3,2,turnover,NA,NA,0,NA
2017091707 - 3004,5,35,686,1,0,0,10,3,2,touchdown,NA,NA,0,NA
2017091707 - 3016,6,74,443,1,0,0,-17,2,3,defensive_touchdown,NA,NA,0,NA
2017091707 - 3023,7,75,249,1,0,0,-23,2,3,fourth_down,2,21,0,NA
2017091707 - 3033,8,80,64,1,0,1,23,1,2,fourth_down,4,48,1,50
2017091707 - 3045,9,75,1800,0,1,0,-26,3,3,fourth_down,0,7,0,NA
2017091707 - 3049,10,78,1751,0,1,0,26,3,3,turnover,NA,NA,0,NA
2017091707 - 3061,11,65,1393,0,1,0,-26,3,2,fourth_down,0,6,0,NA
2017091707 - 3066,12,92,1262,0,1,0,26,2,3,fourth_down,8,87,1,23
2017091707 - 3086,13,90,739,0,1,0,-29,3,2,fourth_down,7,76,0,NA
2017091707 - 3097,14,86,567,0,1,0,29,2,3,fourth_down,0,-4,0,NA
2017091707 - 3101,15,54,464,0,1,0,-29,3,2,fourth_down,4,47,0,NA
2017091707 - 3108,16,93,337,0,1,0,29,2,3,fourth_down,0,5,0,NA
2017091707 - 3112,17,62,230,0,1,0,-29,3,2,touchdown,NA,NA,0,NA
2017091707 - 3123,18,75,103,0,1,1,22,2,3,end_of_half,NA,NA,0,NA
2017091706 - 3128,1,74,1796,1,0,0,0,3,3,fourth_down,0,2,0,NA
2017091706 - 3133,2,74,1662,1,0,0,0,3,3,fourth_down,0,9,0,NA
2017091706 - 3141,3,78,1425,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2017091706 - 3156,4,75,1082,1,0,0,-7,3,3,fourth_down,0,-3,0,NA
2017091706 - 3160,5,60,1003,1,0,0,7,3,3,touchdown,NA,NA,0,NA
2017091706 - 3170,6,75,811,1,0,0,-14,3,3,fourth_down,5,51,1,42
2017091706 - 3182,7,75,530,1,0,0,11,3,3,fourth_down,0,2,0,NA
2017091706 - 3186,8,56,470,1,0,0,-11,3,3,fourth_down,0,1,0,NA
2017091706 - 3190,9,89,414,1,0,0,11,3,3,fourth_down,1,11,0,NA
2017091706 - 3196,10,58,310,1,0,0,-11,3,3,fourth_down,0,-8,0,NA
2017091706 - 3200,11,88,180,1,0,0,11,3,3,fourth_down,4,42,0,NA
2017091706 - 3211,12,91,35,1,0,1,-11,3,3,end_of_half,NA,NA,0,NA
2017091706 - 3211,12,91,35,1,0,1,-11,3,3,fourth_down,2,27,0,NA
2017091706 - 3219,13,36,1765,0,1,0,11,3,3,fourth_down,0,8,1,46
2017091706 - 3225,14,82,1634,0,1,0,-14,3,3,touchdown,NA,NA,0,NA
2017091706 - 3234,15,85,1493,0,1,0,8,3,3,fourth_down,7,74,1,29
2017091706 - 3246,16,83,1199,0,1,0,-11,3,2,fourth_down,3,33,0,NA
2017091706 - 3259,17,81,907,0,1,0,11,1,3,fourth_down,4,47,0,NA
2017091706 - 3273,18,99,599,0,1,0,-11,3,0,fourth_down,1,17,0,NA
2017091706 - 3280,19,83,482,0,1,0,11,0,3,fourth_down,6,64,1,37
2017091706 - 3292,20,75,198,0,1,0,-14,3,0,fourth_down,0,5,0,NA
2017091706 - 3300,21,30,133,0,1,0,14,0,2,fourth_down,0,5,1,43
2017091706 - 3308,22,75,113,0,1,1,-17,0,0,fourth_down,0,3,0,NA
2017091706 - 3312,23,39,50,0,1,1,17,0,0,end_of_half,NA,NA,0,NA
2017091705 - 3316,1,75,1800,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2017091705 - 3328,2,62,1527,1,0,0,-6,3,3,fourth_down,3,34,1,46
2017091705 - 3336,3,75,1358,1,0,0,3,3,3,touchdown,NA,NA,0,NA
2017091705 - 3343,4,72,1223,1,0,0,-10,3,3,fourth_down,0,1,0,NA
2017091705 - 3348,5,67,1149,1,0,0,10,3,3,touchdown,NA,NA,0,NA
2017091705 - 3359,6,80,912,1,0,0,-17,3,3,touchdown,NA,NA,0,NA
2017091705 - 3372,7,75,712,1,0,0,10,3,3,fourth_down,0,-5,0,NA
2017091705 - 3377,8,61,631,1,0,0,-10,3,2,fourth_down,4,45,1,35
2017091705 - 3388,9,75,498,1,0,0,7,2,2,touchdown,NA,NA,0,NA
2017091705 - 3396,10,71,282,1,0,0,-14,2,2,fourth_down,4,46,0,NA
2017091705 - 3403,11,75,143,1,0,0,14,1,2,fourth_down,6,65,1,28
2017091705 - 3415,12,75,1800,0,1,0,-17,3,3,fourth_down,3,32,0,NA
2017091705 - 3424,13,89,1569,0,1,0,17,3,3,fourth_down,3,33,0,NA
2017091705 - 3435,14,66,1354,0,1,0,-17,3,3,fourth_down,3,35,1,-49
2017091705 - 3435,14,66,1354,0,1,0,-17,3,3,fourth_down,6,60,1,24
2017091705 - 3452,15,67,933,0,1,0,-20,3,3,fourth_down,0,5,0,NA
2017091705 - 3458,16,89,859,0,1,0,20,3,3,fourth_down,8,80,1,27
2017091705 - 3471,17,75,529,0,1,0,-23,2,2,touchdown,NA,NA,0,NA
2017091705 - 3484,18,44,303,0,1,0,16,1,2,fourth_down,0,9,0,NA
2017091705 - 3497,19,92,64,0,1,1,-16,0,1,end_of_half,NA,NA,0,NA
2017091704 - 3505,1,89,1795,1,0,0,0,3,3,fourth_down,7,73,1,34
2017091704 - 3514,2,74,1577,1,0,0,-3,3,3,fourth_down,5,58,1,34
2017091704 - 3528,3,75,1168,1,0,0,0,3,3,fourth_down,3,36,0,NA
2017091704 - 3536,4,80,925,1,0,0,0,3,3,fourth_down,2,26,0,NA
2017091704 - 3557,5,93,303,1,0,0,0,3,3,fourth_down,0,7,0,NA
2017091704 - 3564,6,63,145,1,0,0,0,3,3,fourth_down,0,2,0,NA
2017091704 - 3571,7,24,66,1,0,1,0,2,2,fourth_down,0,3,1,39
2017091704 - 3578,8,75,17,1,0,1,-3,1,1,fourth_down,6,64,1,-30
2017091704 - 3584,9,75,1800,0,1,0,-3,3,3,fourth_down,3,33,0,NA
2017091704 - 3591,10,87,1662,0,1,0,3,3,3,fourth_down,3,38,0,NA
2017091704 - 3598,11,81,1408,0,1,0,-3,3,3,touchdown,NA,NA,0,NA
2017091704 - 3607,12,83,1139,0,1,0,-4,3,3,touchdown,NA,NA,0,NA
2017091704 - 3614,13,66,974,0,1,0,-3,3,3,fourth_down,4,44,1,40
2017091704 - 3628,14,66,709,0,1,0,0,3,2,fourth_down,0,6,0,NA
2017091704 - 3632,15,80,654,0,1,0,0,2,3,turnover,NA,NA,0,NA
2017091704 - 3636,16,31,556,0,1,0,0,3,2,touchdown,NA,NA,0,NA
2017091704 - 3643,17,75,385,0,1,0,-7,2,3,fourth_down,0,-3,0,NA
2017091704 - 3647,18,56,327,0,1,0,7,3,2,touchdown,NA,NA,0,NA
2017091704 - 3656,19,75,134,0,1,0,-14,2,2,touchdown,NA,NA,0,NA
2017091704 - 3673,20,65,5,0,1,1,-7,0,2,end_of_half,NA,NA,0,NA
2017091703 - 3678,1,75,1800,1,0,0,0,3,3,fourth_down,0,3,0,NA
2017091703 - 3682,2,76,1705,1,0,0,0,3,3,fourth_down,5,51,1,43
2017091703 - 3695,3,75,1344,1,0,0,-3,3,3,fourth_down,5,53,1,40
2017091703 - 3707,4,75,1036,1,0,0,0,3,3,fourth_down,0,4,0,NA
2017091703 - 3711,5,72,947,1,0,0,0,3,3,fourth_down,0,1,0,NA
2017091703 - 3717,6,71,863,1,0,0,0,3,3,fourth_down,0,4,0,NA
2017091703 - 3721,7,86,810,1,0,0,0,3,3,fourth_down,0,4,0,NA
2017091703 - 3725,8,59,711,1,0,0,0,3,3,turnover,NA,NA,0,NA
2017091703 - 3731,9,39,532,1,0,0,0,3,3,turnover,NA,NA,0,NA
2017091703 - 3734,10,84,453,1,0,0,0,3,3,turnover,NA,NA,0,NA
2017091703 - 3745,11,61,133,1,0,0,0,3,3,fourth_down,3,38,1,41
2017091703 - 3762,12,75,1794,0,1,0,-3,3,3,turnover,NA,NA,0,NA
2017091703 - 3765,13,39,1744,0,1,0,3,3,3,fourth_down,3,31,1,26
2017091703 - 3777,14,75,1464,0,1,0,-6,3,2,fourth_down,0,-4,0,NA
2017091703 - 3782,15,34,1342,0,1,0,6,2,3,touchdown,NA,NA,0,NA
2017091703 - 3786,16,91,1290,0,1,0,-13,3,2,fourth_down,0,-3,0,NA
2017091703 - 3792,17,49,1163,0,1,0,13,2,3,touchdown,NA,NA,0,NA
2017091703 - 3798,18,85,1064,0,1,0,-20,3,1,fourth_down,2,22,0,NA
2017091703 - 3807,19,86,916,0,1,0,20,1,3,touchdown,NA,NA,0,NA
2017091703 - 3820,20,75,596,0,1,0,-27,3,1,touchdown,NA,NA,0,NA
2017091703 - 3828,21,25,426,0,1,0,21,1,3,touchdown,NA,NA,0,NA
2017091703 - 3836,22,77,247,0,1,0,-28,3,1,touchdown,NA,NA,0,NA
2017091703 - 3844,23,80,127,0,1,0,21,1,3,end_of_half,NA,NA,0,NA
2017091702 - 3853,1,75,1800,1,0,0,0,3,3,fourth_down,0,-5,0,NA
2017091702 - 3857,2,53,1703,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2017091702 - 3874,3,82,1352,1,0,0,-7,3,3,fourth_down,0,5,0,NA
2017091702 - 3878,4,60,1248,1,0,0,7,3,3,fourth_down,3,32,1,46
2017091702 - 3887,5,75,987,1,0,0,-10,3,3,fourth_down,7,74,0,NA
2017091702 - 3896,6,99,780,1,0,0,10,3,2,fourth_down,0,9,0,NA
2017091702 - 3901,7,63,705,1,0,0,-10,2,2,fourth_down,5,54,1,27
2017091702 - 3919,8,80,351,1,0,0,7,2,1,fourth_down,0,4,0,NA
2017091702 - 3925,9,72,245,1,0,0,-7,1,2,turnover,NA,NA,0,NA
2017091702 - 3933,10,65,82,1,0,1,7,2,1,end_of_half,NA,NA,0,NA
2017091702 - 3943,11,75,1800,0,1,0,7,3,3,fourth_down,2,23,0,NA
2017091702 - 3948,12,87,1719,0,1,0,-7,3,3,fourth_down,0,8,0,NA
2017091702 - 3952,13,75,1627,0,1,0,7,3,3,fourth_down,3,31,0,NA
2017091702 - 3960,14,87,1434,0,1,0,-7,2,3,fourth_down,2,22,0,NA
2017091702 - 3967,15,87,1260,0,1,0,7,3,2,fourth_down,7,76,1,29
2017091702 - 3987,16,85,697,0,1,0,-10,2,3,touchdown,NA,NA,0,NA
2017091702 - 3996,17,76,454,0,1,0,3,3,2,fourth_down,0,7,0,NA
2017091702 - 4001,18,62,334,0,1,0,-3,2,3,fourth_down,4,40,1,40
2017091702 - 4008,19,75,205,0,1,0,0,3,2,fourth_down,1,18,0,NA
2017091702 - 4013,20,85,116,0,1,1,0,2,3,fourth_down,2,29,0,NA
2017091702 - 4018,21,87,82,0,1,1,0,3,2,fourth_down,0,0,0,NA
2017091702 - 4024,22,51,25,0,1,1,0,1,2,fourth_down,2,27,1,-42
2017091702 - 4033,23,74,595,0,0,0,0,2,2,turnover,NA,NA,0,NA
2017091702 - 4034,24,21,587,0,0,0,0,2,2,fourth_down,0,9,1,30
2017091701 - 4039,1,75,1800,1,0,0,0,3,3,fourth_down,5,59,1,34
2017091701 - 4054,2,75,1429,1,0,0,-3,3,2,fourth_down,0,9,0,NA
2017091701 - 4058,3,86,1363,1,0,0,3,2,3,fourth_down,4,41,0,NA
2017091701 - 4068,4,90,1045,1,0,0,-3,3,1,fourth_down,0,7,0,NA
2017091701 - 4072,5,60,924,1,0,0,3,1,3,fourth_down,2,21,0,NA
2017091701 - 4080,6,98,721,1,0,0,-3,3,1,fourth_down,1,10,0,NA
2017091701 - 4087,7,56,533,1,0,0,3,1,3,fourth_down,4,46,1,28
2017091701 - 4100,8,75,122,1,0,0,-6,3,1,fourth_down,0,-4,0,NA
2017091701 - 4106,9,62,90,1,0,1,6,1,3,fourth_down,0,1,0,NA
2017091701 - 4114,10,79,6,1,0,1,-6,1,1,end_of_half,NA,NA,0,NA
2017091701 - 4117,11,75,1800,0,1,0,-6,3,3,fourth_down,3,31,0,NA
2017091701 - 4124,12,54,1653,0,1,0,6,3,3,fourth_down,0,-8,0,NA
2017091701 - 4128,13,79,1535,0,1,0,-6,3,3,fourth_down,0,7,0,NA
2017091701 - 4133,14,70,1402,0,1,0,6,3,3,fourth_down,0,-7,0,NA
2017091701 - 4138,15,86,1273,0,1,0,-6,3,3,fourth_down,2,23,0,NA
2017091701 - 4145,16,82,1103,0,1,0,6,3,3,fourth_down,0,0,0,NA
2017091701 - 4152,17,57,927,0,1,0,-6,3,3,fourth_down,3,30,1,45
2017091701 - 4163,18,75,669,0,1,0,3,3,3,fourth_down,7,73,1,20
2017091701 - 4181,19,75,155,0,1,0,-6,2,3,fourth_down,4,42,0,NA
2017091701 - 4196,20,67,9,0,1,1,6,2,1,end_of_half,NA,NA,0,NA
2017091709 - 4199,1,84,1794,1,0,0,0,3,3,fourth_down,0,5,0,NA
2017091709 - 4203,2,60,1668,1,0,0,0,3,3,fourth_down,0,2,0,NA
2017091709 - 4207,3,81,1553,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2017091709 - 4221,4,62,1186,1,0,0,-7,3,3,fourth_down,1,19,0,NA
2017091709 - 4226,5,85,1053,1,0,0,7,3,3,touchdown,NA,NA,0,NA
2017091709 - 4239,6,75,775,1,0,0,-14,2,3,touchdown,NA,NA,0,NA
2017091709 - 4248,7,85,540,1,0,0,7,3,2,fourth_down,2,29,0,NA
2017091709 - 4254,8,90,466,1,0,0,-7,2,2,fourth_down,6,62,1,46
2017091709 - 4267,9,75,186,1,0,0,4,1,1,fourth_down,0,6,0,NA
2017091709 - 4272,10,4,110,1,0,1,4,1,1,touchdown,NA,NA,0,NA
2017091709 - 4277,11,75,21,1,0,1,-11,1,1,end_of_half,NA,NA,0,NA
2017091709 - 4280,12,67,1797,0,1,0,-11,3,3,fourth_down,4,45,1,40
2017091709 - 4295,13,84,1325,0,1,0,8,3,3,touchdown,NA,NA,0,NA
2017091709 - 4304,14,75,1111,0,1,0,-15,3,3,fourth_down,1,15,0,NA
2017091709 - 4313,15,79,889,0,1,0,15,3,3,touchdown,NA,NA,0,NA
2017091709 - 4319,16,75,769,0,1,0,-22,3,3,turnover,NA,NA,0,NA
2017091709 - 4320,17,18,757,0,1,0,22,3,3,touchdown,NA,NA,0,NA
2017091709 - 4324,18,75,747,0,1,0,-29,3,3,touchdown,NA,NA,0,NA
2017091709 - 4338,19,48,520,0,1,0,22,2,2,fourth_down,3,37,1,29
2017091709 - 4353,20,75,25,0,1,1,-25,2,2,end_of_half,NA,NA,0,NA
2017091708 - 4356,1,75,1800,1,0,0,0,3,3,fourth_down,0,6,0,NA
2017091708 - 4360,2,82,1705,1,0,0,0,3,3,fourth_down,7,70,1,30
2017091708 - 4375,3,75,1327,1,0,0,-3,3,3,fourth_down,1,14,0,NA
2017091708 - 4382,4,88,1113,1,0,0,3,3,3,fourth_down,0,4,0,NA
2017091708 - 4386,5,46,977,1,0,0,-3,3,3,fourth_down,2,23,1,41
2017091708 - 4394,6,83,815,1,0,0,0,3,3,fourth_down,3,34,0,NA
2017091708 - 4403,7,70,538,1,0,0,0,3,3,touchdown,NA,NA,0,NA
2017091708 - 4414,8,66,294,1,0,0,-7,3,3,fourth_down,0,8,0,NA
2017091708 - 4418,9,80,181,1,0,0,7,3,3,fourth_down,5,55,1,-43
2017091708 - 4418,9,80,181,1,0,0,7,3,3,fourth_down,2,28,0,NA
2017091708 - 4441,11,75,1800,0,1,0,-7,3,3,touchdown,NA,NA,0,NA
2017091708 - 4450,12,77,1621,0,1,0,0,3,2,touchdown,NA,NA,0,NA
2017091708 - 4460,13,77,1393,0,1,0,-7,2,3,fourth_down,6,67,1,28
2017091708 - 4473,14,79,1056,0,1,0,4,3,2,fourth_down,3,37,0,NA
2017091708 - 4483,15,81,813,0,1,0,-4,2,3,fourth_down,6,64,1,35
2017091708 - 4498,16,94,381,0,1,0,1,3,2,fourth_down,1,19,0,NA
2017091708 - 4505,17,51,182,0,1,0,-1,2,3,fourth_down,1,15,1,54
2017091708 - 4513,18,80,61,0,1,1,-2,2,2,fourth_down,5,54,1,-44
2017091708 - 4513,18,80,61,0,1,1,-2,2,2,end_of_half,NA,NA,0,NA
2017091712 - 4526,1,75,1800,1,0,0,0,3,3,fourth_down,6,68,1,25
2017091712 - 4545,2,75,1418,1,0,0,-3,3,3,fourth_down,0,9,0,NA
2017091712 - 4550,3,83,1327,1,0,0,3,3,3,fourth_down,0,1,0,NA
2017091712 - 4554,4,61,1239,1,0,0,-3,3,3,turnover,NA,NA,0,NA
2017091712 - 4555,5,36,1231,1,0,0,3,3,3,fourth_down,2,27,1,27
2017091712 - 4566,6,68,943,1,0,0,-6,3,3,fourth_down,1,18,0,NA
2017091712 - 4573,7,97,811,1,0,0,6,3,2,fourth_down,2,26,0,NA
2017091712 - 4583,8,65,586,1,0,0,-6,2,2,fourth_down,1,17,0,NA
2017091712 - 4588,9,81,466,1,0,0,6,2,2,fourth_down,3,33,0,NA
2017091712 - 4595,10,89,272,1,0,0,-6,2,2,fourth_down,6,67,1,40
2017091712 - 4603,11,75,115,1,0,1,3,2,2,fourth_down,0,7,0,NA
2017091712 - 4607,12,68,56,1,0,1,-3,2,2,fourth_down,4,49,1,37
2017091712 - 4617,13,78,12,1,0,1,0,1,1,end_of_half,NA,NA,0,NA
2017091712 - 4620,14,74,1793,0,1,0,0,3,3,fourth_down,1,16,0,NA
2017091712 - 4629,15,93,1617,0,1,0,0,3,2,fourth_down,5,53,0,NA
2017091712 - 4642,16,94,1309,0,1,0,0,2,3,fourth_down,0,5,0,NA
2017091712 - 4646,17,58,1185,0,1,0,0,3,2,fourth_down,0,-1,0,NA
2017091712 - 4650,18,87,1130,0,1,0,0,2,3,fourth_down,1,15,0,NA
2017091712 - 4656,19,67,985,0,1,0,0,3,2,fourth_down,0,0,0,NA
2017091712 - 4660,20,70,934,0,1,0,0,2,3,fourth_down,5,54,1,34
2017091712 - 4673,21,82,691,0,1,0,-3,3,1,touchdown,NA,NA,0,NA
2017091712 - 4687,22,80,421,0,1,0,-3,1,3,fourth_down,0,7,0,NA
2017091712 - 4691,23,88,287,0,1,0,3,3,1,end_of_half,NA,NA,0,NA
2017091711 - 4703,1,75,1800,1,0,0,0,3,3,fourth_down,2,21,0,NA
2017091711 - 4711,2,79,1627,1,0,0,0,3,2,fourth_down,5,57,1,41
2017091711 - 4726,3,98,1174,1,0,0,-3,2,3,fourth_down,0,8,0,NA
2017091711 - 4730,4,65,1092,1,0,0,3,3,2,touchdown,NA,NA,0,NA
2017091711 - 4740,5,72,887,1,0,0,-10,2,3,turnover,NA,NA,0,NA
2017091711 - 4741,6,30,879,1,0,0,10,3,2,fourth_down,2,26,1,22
2017091711 - 4749,7,75,726,1,0,0,-13,2,3,touchdown,NA,NA,0,NA
2017091711 - 4758,8,75,599,1,0,0,6,3,0,fourth_down,0,1,0,NA
2017091711 - 4764,9,68,435,1,0,0,-6,0,3,fourth_down,5,54,1,32
2017091711 - 4775,10,75,183,1,0,0,3,3,0,touchdown,NA,NA,0,NA
2017091711 - 4782,11,75,104,1,0,1,-10,0,3,fourth_down,0,-6,0,NA
2017091711 - 4788,12,55,74,1,0,1,10,1,0,fourth_down,0,6,0,NA
